host_ID,host_species,village,season,sex,mass,unfiltered_reads,grid,dist_village,total_reads,asv_ID,reads
2045,Microgale brevicaudata,Mandena,1,male,12.1,23539,agriculture,1.64,21399,ASV_501,0.01621571101453338
2706,Rattus rattus,Mandena,3,female,51.5,12387,agroforest,0.45,7018,ASV_501,0.14448560843545172
2068,Mus musculus,Mandena,1,male,9.5,23304,agriculture,1.61,14411.999999999998,ASV_5012,0.01901193449902858
2342,Rattus rattus,Mandena,2,male,113,20058,agriculture,1.61,14217,ASV_5015,0.01927270169515368
2299,Mus musculus,Mandena,2,male,12,68985,agriculture,1.61,37578.99999999999,ASV_502,0.02466803267782538
3193,Mus musculus,Sarahandrano,3,male,15,36280,brushy_regrowth,0.72,23725,ASV_502,0.01551106427818756
3628,Mus musculus,Andatsakala,1,male,11.6,16463,village,0,9330.999999999998,ASV_502,0.02057657271460723
2973,Mus musculus,Sarahandrano,1,male,10.2,14052,flooded_rice,0.33,10361,ASV_502,0.01872406138403627
2970,Mus musculus,Sarahandrano,1,male,11.5,16905,flooded_rice,0.33,12892,ASV_502,0.01380701210052745
2519,Mus musculus,Mandena,3,female,5.8,21665,brushy_regrowth,2.38,12035.999999999998,ASV_503,0.02243270189431704
3168,Mus musculus,Sarahandrano,3,female,8.1,39146,brushy_regrowth,0.72,20745.999999999996,ASV_503,0.03243998843150487
3550,Mus musculus,Andatsakala,1,female,15.5,19017,secondary_forest,2.1,10366.999999999998,ASV_503,0.02228224172856177
3664,Mus musculus,Andatsakala,2,male,15,17896,brushy_regrowth,1.71,8432.999999999998,ASV_503,0.02502075180837187
2433,Mus musculus,Mandena,2,male,15,23244,flooded_rice,1.19,10946.999999999998,ASV_503,0.02987119758838038
2511,Rattus rattus,Mandena,3,male,94,17873,brushy_regrowth,2.21,11700,ASV_5034,0.02307692307692307
2307,Microgale brevicaudata,Mandena,2,male,13.5,19816,agriculture,1.53,13281.999999999998,ASV_504,0.0183707273001054
2519,Mus musculus,Mandena,3,female,5.8,21665,brushy_regrowth,2.38,12035.999999999998,ASV_504,0.02999335327351279
2533,Mus musculus,Mandena,3,male,14.5,20814,brushy_regrowth,2.21,13094.999999999998,ASV_504,0.01672394043528063
2041,Mus musculus,Mandena,1,female,15.5,2065,brushy_regrowth,2.21,1540.9999999999998,ASV_504,0.01362751460090849
3595,Mus musculus,Andatsakala,1,male,10.8,6401,agroforest,1.08,3853.999999999999,ASV_504,0.03009859885832901
2339,Microgale brevicaudata,Mandena,2,male,9.4,23698,agriculture,1.53,14725.999999999998,ASV_5040,0.01826701072932229
2075,Mus musculus,Mandena,1,female,12,18158,agriculture,1.61,8976.999999999998,ASV_505,0.02049682522000668
2160,Rattus rattus,Mandena,1,female,80,16417,flooded_rice,1.19,12467,ASV_505,0.02005293976096895
2175,Rattus rattus,Mandena,1,male,35,22857,flooded_rice,1.19,22668,ASV_505,0.06211399329451209
2177,Rattus rattus,Mandena,1,female,125,25097,flooded_rice,1.19,16880,ASV_505,0.02114928909952606
2454,Rattus rattus,Mandena,2,female,72,64527,village,0,50502.99999999999,ASV_505,0.01358335148407025
2263,Rattus rattus,Mandena,2,female,130,9567,brushy_regrowth,2.21,7185.999999999999,ASV_505,0.03799053715558029
2464,Rattus rattus,Mandena,2,female,170,69928,agroforest,0.45,48247,ASV_505,0.02132775094824548
2102,Rattus rattus,Mandena,1,female,86,27358,agriculture,1.61,17450,ASV_505,0.01736389684813753
2236,Rattus rattus,Mandena,1,female,68,18826,village,0,15821,ASV_505,0.05688641678781366
2434,Rattus rattus,Mandena,2,female,130,30462,flooded_rice,1.19,23163,ASV_505,0.02067953201226093
2399,Rattus rattus,Mandena,2,male,95,11652,flooded_rice,1.19,9390,ASV_505,0.03226837060702874
2251,Rattus rattus,Mandena,1,male,94,70190,agroforest,0.45,42264,ASV_505,0.03303047510883968
2216,Rattus rattus,Mandena,1,female,38,22456,agroforest,0.45,18253,ASV_505,0.05056703007724758
2243,Rattus rattus,Mandena,1,male,77,7404,agroforest,0.45,7253,ASV_505,0.01433889425065489
2846,Rattus rattus,Sarahandrano,1,female,104,26656,agriculture,1.1,14225.999999999998,ASV_506,0.01911992127091241
3659,Rattus rattus,Andatsakala,1,female,64,16235,village,0,10811.999999999998,ASV_506,0.02978172401035886
3761,Rattus rattus,Andatsakala,2,female,120,19233,agroforest,1.08,12466,ASV_506,0.01580298411679768
3807,Rattus rattus,Andatsakala,2,female,38,17540,flooded_rice,0.39,10143,ASV_506,0.04456275263728679
3911,Rattus rattus,Andatsakala,3,male,86,26064,secondary_forest,2.08,11421.999999999996,ASV_506,0.03221852565225004
2765,Rattus rattus,Mandena,3,female,65,12063,agroforest,0.45,5991.999999999999,ASV_506,0.02069425901201601
3767,Rattus rattus,Andatsakala,2,male,90,14687,agroforest,1.08,6895.999999999999,ASV_506,0.02334686774941995
3903,Rattus rattus,Andatsakala,3,male,76,25351,secondary_forest,2.08,10886.999999999998,ASV_506,0.02581059979792412
3792,Rattus rattus,Andatsakala,2,male,70,25243,village,0,11726.999999999996,ASV_506,0.03334186066342628
2507,Rattus rattus,Mandena,3,female,63,25137,brushy_regrowth,2.21,9149.999999999998,ASV_506,0.03475409836065574
2771,Rattus rattus,Sarahandrano,1,female,71,2824,brushy_regrowth,0.72,2569,ASV_506,0.10860256909303231
3439,Rattus rattus,Sarahandrano,3,male,74,27530,village,0,21266,ASV_506,0.02407598984294177
2706,Rattus rattus,Mandena,3,female,51.5,12387,agroforest,0.45,7018,ASV_5062,0.03605015673981191
2821,Rattus rattus,Sarahandrano,1,female,140,32648,agriculture,1.1,20544,ASV_507,0.0264797507788162
3005,Rattus rattus,Sarahandrano,2,male,150,25593,brushy_regrowth,0.72,16888,ASV_507,0.02309332070108952
3138,Rattus rattus,Sarahandrano,2,male,154,33134,agriculture,1.1,27061,ASV_507,0.01988100957096929
3563,Rattus rattus,Andatsakala,1,female,77.5,24585,secondary_forest,2.08,12501.999999999996,ASV_507,0.02303631418972963
4023,Rattus rattus,Andatsakala,3,male,54,26526,village,0,14810.999999999998,ASV_507,0.03132806697724664
3247,Rattus rattus,Sarahandrano,3,female,118,40413,agriculture,1.1,25609,ASV_507,0.03065328595415674
3399,Rattus rattus,Sarahandrano,3,female,76,23576,agroforest,2.11,12632.999999999998,ASV_507,0.03197973561307686
3246,Rattus rattus,Sarahandrano,3,female,65,29936,agriculture,1.1,18284,ASV_507,0.01968934587617589
3083,Mus musculus,Sarahandrano,2,female,10.5,22540,village,0,12583.999999999998,ASV_5070,0.01954863318499681
2066,Rattus rattus,Mandena,1,female,88,23941,agriculture,1.61,11846,ASV_5078,0.02245483707580616
3083,Mus musculus,Sarahandrano,2,female,10.5,22540,village,0,12583.999999999998,ASV_508,0.03575969485060394
3209,Mus musculus,Sarahandrano,3,male,11,58961,brushy_regrowth,0.72,42720,ASV_508,0.01406835205992508
3223,Mus musculus,Sarahandrano,3,female,10,30653,brushy_regrowth,0.72,21789,ASV_508,0.01528294093349854
3475,Mus musculus,Sarahandrano,3,male,13.6,7126,flooded_rice,0.31,5545.999999999999,ASV_508,0.02055535521096285
3617,Mus musculus,Andatsakala,1,male,6.7,15853,agroforest,1.06,10259.999999999998,ASV_508,0.03440545808966861
3629,Mus musculus,Andatsakala,1,female,7.2,26645,village,0,20168,ASV_508,0.06827647758825862
3979,Mus musculus,Andatsakala,3,male,12.5,58321,village,0,37024,ASV_508,0.03184420916162489
2706,Rattus rattus,Mandena,3,female,51.5,12387,agroforest,0.45,7018,ASV_5089,0.03761755485893417
2307,Microgale brevicaudata,Mandena,2,male,13.5,19816,agriculture,1.53,13281.999999999998,ASV_509,0.02205993073332328
2532,Mus musculus,Mandena,3,male,10,27894,brushy_regrowth,2.21,12839.999999999998,ASV_509,0.04213395638629283
3512,Mus musculus,Andatsakala,1,male,12,17275,brushy_regrowth,1.7,9166.999999999998,ASV_509,0.05192538453147158
3090,Mus musculus,Sarahandrano,2,male,12.8,23129,flooded_rice,0.33,12763.999999999998,ASV_509,0.02201504230648699
3943,Mus musculus,Andatsakala,3,female,10.2,60319,flooded_rice,0.39,29772.999999999993,ASV_509,0.02381352231887951
3514,Mus musculus,Andatsakala,1,male,10.8,17819,brushy_regrowth,1.7,8633.999999999998,ASV_509,0.03347231873986565
2602,Rattus rattus,Mandena,3,male,61,26012,flooded_rice,1.19,15687,ASV_51,0.02352266207687894
2650,Rattus rattus,Mandena,3,male,65,19359,secondary_forest,2.78,11146.999999999998,ASV_51,0.04001076522831254
3480,Rattus rattus,Sarahandrano,3,female,62.5,26287,village,0,11179.999999999998,ASV_51,0.0272808586762075
3636,Rattus rattus,Andatsakala,1,female,37.5,28871,village,0,17139,ASV_51,0.02082968667950287
3781,Rattus rattus,Andatsakala,2,male,110,14977,flooded_rice,0.39,10175,ASV_51,0.01710073710073709
3834,Rattus rattus,Andatsakala,3,male,126,17687,brushy_regrowth,1.71,7078.999999999998,ASV_51,0.02867636671846305
3889,Rattus rattus,Andatsakala,3,male,146,18542,agriculture,1.46,11042,ASV_51,0.01974280021735191
3911,Rattus rattus,Andatsakala,3,male,86,26064,secondary_forest,2.08,11421.999999999996,ASV_51,0.03274382770092804
3962,Rattus rattus,Andatsakala,3,male,62,25923,village,0,12833.999999999998,ASV_51,0.02236247467664016
3969,Rattus rattus,Andatsakala,3,male,71,23465,village,0,11385.999999999998,ASV_51,0.02072720885297733
3975,Rattus rattus,Andatsakala,3,male,118,23686,village,0,9457.999999999998,ASV_51,0.03753436244449144
4019,Rattus rattus,Andatsakala,3,male,23,8304,village,0,4538,ASV_51,0.0268840899074482
2651,Rattus rattus,Mandena,3,female,36,21348,secondary_forest,2.78,9660,ASV_51,0.04337474120082815
2570,Rattus rattus,Mandena,3,female,104,15442,agriculture,1.61,8221.999999999998,ASV_51,0.02213573339819994
2461,Rattus rattus,Mandena,2,male,65,38372,agroforest,0.45,12835.999999999998,ASV_51,0.05087254596447489
2516,Rattus rattus,Mandena,3,female,99,23971,brushy_regrowth,2.21,13084.999999999998,ASV_51,0.04593045471914405
2535,Rattus rattus,Mandena,3,male,130,23854,brushy_regrowth,2.21,11124.999999999998,ASV_51,0.03119101123595505
2478,Rattus rattus,Mandena,2,female,29,22777,village,0,9119.999999999998,ASV_51,0.04046052631578948
3920,Rattus rattus,Andatsakala,3,female,62,21429,secondary_forest,2.08,14232.999999999998,ASV_51,0.01819714747417972
3438,Rattus rattus,Sarahandrano,3,female,85,27890,village,0,10656.999999999998,ASV_51,0.03246692314910386
2537,Rattus rattus,Mandena,3,male,99,21082,brushy_regrowth,2.21,12135.999999999998,ASV_51,0.02636783124588001
3471,Rattus rattus,Sarahandrano,3,male,102,26360,village,0,12940.999999999998,ASV_51,0.02372305076887411
4007,Rattus rattus,Andatsakala,3,female,114,21747,agroforest,1.08,11400,ASV_51,0.0281578947368421
3978,Rattus rattus,Andatsakala,3,female,99,33338,flooded_rice,0.39,16749.999999999996,ASV_51,0.0537313432835821
2793,Rattus rattus,Sarahandrano,1,male,114,5139,brushy_regrowth,0.72,3848.999999999999,ASV_51,0.01376981034034814
2420,Rattus rattus,Mandena,2,female,122,27716,flooded_rice,1.19,11589.999999999998,ASV_51,0.0265746333045729
2660,Rattus rattus,Mandena,3,female,93,22497,secondary_forest,2.78,12159.999999999998,ASV_51,0.02319078947368421
3337,Rattus rattus,Sarahandrano,3,female,148,51993,secondary_forest,2.35,28751.999999999996,ASV_51,0.03265859766277129
3043,Rattus rattus,Sarahandrano,2,male,170,44872,secondary_forest,2.35,16412.999999999996,ASV_51,0.0446597209529032
3543,Rattus rattus,Andatsakala,1,female,102,32078,agriculture,1.47,14665.999999999998,ASV_51,0.04452475112505113
3607,Rattus rattus,Andatsakala,1,male,76,35897,agroforest,1.08,13578.999999999996,ASV_51,0.03048825392149642
3952,Rattus rattus,Andatsakala,3,male,106,27099,village,0,14097.999999999998,ASV_51,0.02794722655695843
3961,Rattus rattus,Andatsakala,3,female,92,21872,village,0,6806.999999999998,ASV_51,0.04495372410753636
2773,Rattus rattus,Sarahandrano,1,male,20.5,22683,brushy_regrowth,0.72,15421.999999999998,ASV_51,0.01575671119180391
3238,Rattus rattus,Sarahandrano,3,female,57,32070,brushy_regrowth,0.72,17074,ASV_51,0.02986997774393815
3799,Rattus rattus,Andatsakala,2,female,94,13986,village,0,9399.999999999998,ASV_51,0.01606382978723403
3995,Rattus rattus,Andatsakala,3,female,23,27004,agroforest,1.08,13790.999999999998,ASV_51,0.02233340584439127
3802,Rattus rattus,Andatsakala,2,female,70,16910,village,0,7047,ASV_51,0.02582659287640129
3816,Rattus rattus,Andatsakala,2,female,64,21954,village,0,11439.999999999998,ASV_51,0.02097902097902097
2085,Rattus rattus,Mandena,1,female,85,4482,agriculture,1.61,3409.9999999999995,ASV_51,0.01436950146627565
3232,Rattus rattus,Sarahandrano,3,female,98,40511,brushy_regrowth,0.72,13229.999999999998,ASV_51,0.03401360544217686
2287,Rattus rattus,Mandena,2,male,27,17517,brushy_regrowth,2.21,8589.999999999998,ASV_510,0.02142025611175786
2377,Rattus rattus,Mandena,2,male,32,17482,semi-intact_forest,3.44,9485.999999999998,ASV_510,0.02709255745308876
2764,Rattus rattus,Mandena,3,male,21,22629,village,0,17854,ASV_510,0.01747507561330794
3960,Rattus rattus,Andatsakala,3,male,65,11756,village,0,5753.999999999999,ASV_510,0.02884949600278067
2165,Microgale brevicaudata,Mandena,1,male,11.8,22905,flooded_rice,1.12,21664,ASV_511,0.01380169867060561
2246,Mus musculus,Mandena,1,male,12,21966,agroforest,0.45,14408,ASV_511,0.01873958911715712
2289,Microgale brevicaudata,Mandena,2,male,10,21088,brushy_regrowth,2.38,10325,ASV_511,0.0686682808716707
2349,Microgale brevicaudata,Mandena,2,male,12,21312,secondary_forest,2.78,15602.999999999998,ASV_511,0.0522976350701788
2697,Mus musculus,Mandena,3,female,10,16879,agroforest,0.45,15143,ASV_511,0.01446212771577626
2069,Microgale brevicaudata,Mandena,1,female,9.8,32128,agriculture,1.53,24589.999999999996,ASV_511,0.06405042700284669
2133,Microgale brevicaudata,Mandena,1,male,11.4,29615,semi-intact_forest,3.49,28164,ASV_511,0.05322397386734839
2197,Microgale brevicaudata,Mandena,1,female,7.3,20002,agroforest,0.4,16890,ASV_511,0.02208407341622261
2264,Microgale brevicaudata,Mandena,2,female,8.8,20180,brushy_regrowth,2.28,17977,ASV_511,0.0376036046058853
2027,Microgale brevicaudata,Mandena,1,male,10.5,18607,brushy_regrowth,2.38,17155,ASV_511,0.03386767706208102
2318,Microgale brevicaudata,Mandena,2,female,8.3,28512,agriculture,1.53,24657,ASV_511,0.01468142920874396
2656,Microgale brevicaudata,Mandena,3,male,10,11542,secondary_forest,2.78,10257.999999999998,ASV_511,0.13014232793916944
2334,Microgale brevicaudata,Mandena,2,female,8,16804,agriculture,1.64,15702,ASV_511,0.01292828938988663
2934,Rattus rattus,Sarahandrano,1,male,94,26063,agroforest,2.11,13954.999999999998,ASV_512,0.03547115729129344
2800,Rattus rattus,Sarahandrano,1,male,98,31254,brushy_regrowth,0.72,17521.999999999996,ASV_512,0.02379865312178974
2924,Rattus rattus,Sarahandrano,1,female,99,25817,agroforest,2.11,15667.999999999998,ASV_512,0.02023232065356138
2793,Rattus rattus,Sarahandrano,1,male,114,5139,brushy_regrowth,0.72,3848.999999999999,ASV_512,0.05118212522733178
2948,Rattus rattus,Sarahandrano,1,female,35.5,8355,agroforest,2.11,5187.999999999999,ASV_512,0.03430994602929838
3295,Rattus rattus,Sarahandrano,3,female,112,26171,agriculture,1.1,15511.999999999998,ASV_512,0.01817947395564723
2423,Microgale brevicaudata,Mandena,2,male,10.5,16590,flooded_rice,1.15,6202.999999999999,ASV_5124,0.04030307915524746
3250,Rattus rattus,Sarahandrano,3,female,75,41618,agriculture,1.1,19539.999999999996,ASV_513,0.02645854657113611
3284,Rattus rattus,Sarahandrano,3,male,92.5,30334,agriculture,1.1,14674.999999999998,ASV_513,0.04327086882453152
3399,Rattus rattus,Sarahandrano,3,female,76,23576,agroforest,2.11,12632.999999999998,ASV_513,0.02659700783661837
2367,Rattus rattus,Mandena,2,female,45,50238,secondary_forest,2.78,28369,ASV_513,0.02312383235221543
2170,Microgale brevicaudata,Mandena,1,male,15.4,22229,flooded_rice,1.12,13445.999999999998,ASV_5139,0.01844414695820317
2361,Rattus rattus,Mandena,2,male,120,9141,secondary_forest,2.78,4760.999999999999,ASV_5148,0.02310438983406846
2169,Rattus rattus,Mandena,1,female,82,26773,flooded_rice,1.19,16681,ASV_515,0.02583777950962172
2828,Rattus rattus,Sarahandrano,1,male,77,29495,agriculture,1.1,11438.999999999998,ASV_515,0.05079115307282106
3623,Rattus rattus,Andatsakala,1,male,120,48043,agroforest,1.08,27255.999999999996,ASV_515,0.02538890519518638
3741,Rattus rattus,Andatsakala,2,male,82,26905,agroforest,1.08,16400,ASV_515,0.04914634146341463
3679,Rattus rattus,Andatsakala,2,male,54,19327,brushy_regrowth,1.71,9961,ASV_515,0.22989659672723628
3593,Rattus rattus,Andatsakala,1,female,104,19672,agroforest,1.08,8397,ASV_515,0.03501250446588067
2217,Rattus rattus,Mandena,1,female,118,17796,agroforest,0.45,8042.999999999999,ASV_515,0.02834763148079074
2223,Rattus rattus,Mandena,1,female,67,21558,village,0,21260.999999999996,ASV_5158,0.01208786040167442
2422,Microgale brevicaudata,Mandena,2,male,9.2,23304,flooded_rice,1.15,7410.999999999999,ASV_5161,0.03454324652543516
2123,Rattus rattus,Mandena,1,male,60,21702,secondary_forest,2.74,15697.999999999998,ASV_5167,0.0163078099120907
2257,Microgale brevicaudata,Mandena,2,male,9.5,21213,brushy_regrowth,2.38,17160,ASV_517,0.06002331002331002
2544,Microgale brevicaudata,Mandena,3,male,10.5,17924,agriculture,1.53,9077,ASV_517,0.04704197422055744
2681,Microgale brevicaudata,Mandena,3,male,9.4,55677,semi-intact_forest,3.49,19534.999999999996,ASV_517,0.4627591502431534
2689,Microgale brevicaudata,Mandena,3,male,10,18560,semi-intact_forest,3.34,14274,ASV_517,0.02739246181869132
2111,Microgale brevicaudata,Mandena,1,female,13,19554,secondary_forest,2.78,18732,ASV_517,0.03806320734571856
2689,Microgale brevicaudata,Mandena,3,male,10,18560,semi-intact_forest,3.34,14274,ASV_5171,0.01786464901218999
2330,Rattus rattus,Mandena,2,male,132,4052,agriculture,1.61,3005.9999999999995,ASV_518,0.04624085163007319
2032,Rattus rattus,Mandena,1,male,75,22317,brushy_regrowth,2.21,13781.999999999998,ASV_518,0.02437962559860687
2263,Rattus rattus,Mandena,2,female,130,9567,brushy_regrowth,2.21,7185.999999999999,ASV_518,0.03131088227108265
2312,Rattus rattus,Mandena,2,female,57,3154,agriculture,1.61,2512.9999999999995,ASV_518,0.03064066852367688
2437,Rattus rattus,Mandena,2,female,134,29476,flooded_rice,1.19,18659,ASV_518,0.01747146149311324
2456,Rattus rattus,Mandena,2,male,98,26857,village,0,13328,ASV_518,0.02370948379351739
2481,Rattus rattus,Mandena,2,male,122,27553,village,0,18218.999999999996,ASV_518,0.01767385696251165
2105,Rattus rattus,Mandena,1,male,115,17562,village,0,9263.999999999998,ASV_518,0.02493523316062176
2152,Rattus rattus,Mandena,1,female,115,21544,flooded_rice,1.19,12550.999999999998,ASV_518,0.02031710620667675
2182,Rattus rattus,Mandena,1,female,110,27767,flooded_rice,1.19,16652,ASV_518,0.01669469132836895
3136,Rattus rattus,Sarahandrano,2,male,152,24513,agriculture,1.1,17757,ASV_519,0.03745001971053668
3279,Rattus rattus,Sarahandrano,3,male,91,73577,agriculture,1.1,49597.99999999999,ASV_519,0.03522319448364852
2228,Rattus rattus,Mandena,1,female,97,23025,agroforest,0.45,16983.999999999996,ASV_519,0.0264366462552991
4002,Rattus rattus,Andatsakala,3,male,117,25333,village,0,18046,ASV_519,0.01496176437991797
3149,Rattus rattus,Sarahandrano,2,male,138,49649,agriculture,1.1,26310.999999999996,ASV_519,0.23100604309984424
2287,Rattus rattus,Mandena,2,male,27,17517,brushy_regrowth,2.21,8589.999999999998,ASV_52,0.03562281722933643
2354,Rattus rattus,Mandena,2,male,25,18157,secondary_forest,2.78,10819.999999999998,ASV_52,0.03706099815157116
2410,Rattus rattus,Mandena,2,male,117,31063,flooded_rice,1.19,12640.999999999998,ASV_52,0.03029823589905861
2517,Rattus rattus,Mandena,3,female,73,12449,brushy_regrowth,2.21,7175.999999999999,ASV_52,0.03107580824972128
2568,Rattus rattus,Mandena,3,male,120,27871,agriculture,1.61,15988.999999999998,ASV_52,0.03389830508474576
2598,Rattus rattus,Mandena,3,male,54,22786,flooded_rice,1.19,10446.999999999998,ASV_52,0.04479754953575188
2683,Rattus rattus,Mandena,3,female,29,20393,semi-intact_forest,3.44,12818,ASV_52,0.02285848026213136
2695,Rattus rattus,Mandena,3,male,68,26263,agroforest,0.45,19906,ASV_52,0.03049331859740781
2934,Rattus rattus,Sarahandrano,1,male,94,26063,agroforest,2.11,13954.999999999998,ASV_52,0.04586169831601575
3031,Rattus rattus,Sarahandrano,2,female,148,38116,agroforest,2.11,16781.999999999996,ASV_52,0.03348826123227266
3039,Rattus rattus,Sarahandrano,2,male,106,24258,agroforest,2.11,11870,ASV_52,0.02695871946082559
3120,Rattus rattus,Sarahandrano,2,male,78,48886,village,0,31672,ASV_52,0.03305759030058095
3333,Rattus rattus,Sarahandrano,3,male,102,28560,secondary_forest,2.35,12632.999999999998,ASV_52,0.02548879917675926
3373,Rattus rattus,Sarahandrano,3,male,58,41979,agroforest,2.11,24107.999999999996,ASV_52,0.07068193130910902
3418,Rattus rattus,Sarahandrano,3,female,34,22169,agroforest,2.11,14926,ASV_52,0.0343695564786279
3477,Rattus rattus,Sarahandrano,3,female,77,28075,village,0,14688.999999999998,ASV_52,0.02961399686840492
3630,Rattus rattus,Andatsakala,1,male,43,19915,village,0,10590.999999999998,ASV_52,0.02001699556226984
3637,Rattus rattus,Andatsakala,1,male,22.5,36427,village,0,16323.999999999998,ASV_52,0.02468757657436902
3838,Rattus rattus,Andatsakala,3,female,85,21560,brushy_regrowth,1.71,10557.999999999998,ASV_52,0.02718317863231672
3877,Rattus rattus,Andatsakala,3,female,48,17264,agriculture,1.46,11635.999999999998,ASV_52,0.02045376418013062
3895,Rattus rattus,Andatsakala,3,male,20,13790,secondary_forest,2.08,9217,ASV_52,0.02929369643050883
3899,Rattus rattus,Andatsakala,3,male,114,24598,secondary_forest,2.08,18002,ASV_52,0.01594267303632929
3915,Rattus rattus,Andatsakala,3,female,138,20295,secondary_forest,2.08,10881.999999999998,ASV_52,0.0233412975555964
3918,Rattus rattus,Andatsakala,3,female,136,22044,secondary_forest,2.08,14531,ASV_52,0.0181680545041635
3999,Rattus rattus,Andatsakala,3,female,47,13614,agroforest,1.08,7243.999999999999,ASV_52,0.06060187741579238
2622,Rattus rattus,Mandena,3,male,104,19134,flooded_rice,1.19,10363,ASV_52,0.03020360899353469
2570,Rattus rattus,Mandena,3,female,104,15442,agriculture,1.61,8221.999999999998,ASV_52,0.02432498175626368
2802,Rattus rattus,Sarahandrano,1,male,135,24255,brushy_regrowth,0.72,16689.999999999996,ASV_52,0.01647693229478729
2461,Rattus rattus,Mandena,2,male,65,38372,agroforest,0.45,12835.999999999998,ASV_52,0.06427235899033966
2512,Rattus rattus,Mandena,3,male,124,33992,brushy_regrowth,2.21,15676.999999999998,ASV_52,0.04471518785481915
2516,Rattus rattus,Mandena,3,female,99,23971,brushy_regrowth,2.21,13084.999999999998,ASV_52,0.04340848299579671
2800,Rattus rattus,Sarahandrano,1,male,98,31254,brushy_regrowth,0.72,17521.999999999996,ASV_52,0.02060267092797625
3216,Rattus rattus,Sarahandrano,3,male,116,39515,brushy_regrowth,0.72,19829,ASV_52,0.02390438247011951
2798,Rattus rattus,Sarahandrano,1,male,98,26476,brushy_regrowth,0.72,14109.999999999998,ASV_52,0.02218284904323174
2938,Rattus rattus,Sarahandrano,1,female,100,7609,agroforest,2.11,4578.999999999999,ASV_52,0.02598820703210308
2878,Rattus rattus,Sarahandrano,1,female,136,33403,secondary_forest,2.35,14346.999999999998,ASV_52,0.03394437861573847
3390,Rattus rattus,Sarahandrano,3,male,86,10069,agroforest,2.11,5468,ASV_52,0.01956839795171908
2314,Rattus rattus,Mandena,2,female,83,75033,agriculture,1.61,33812.99999999999,ASV_52,0.05154822109839411
2474,Rattus rattus,Mandena,2,male,95,21753,agroforest,0.45,10695.999999999998,ASV_52,0.05226252804786837
3179,Rattus rattus,Sarahandrano,3,male,31.5,34693,brushy_regrowth,0.72,20081,ASV_52,0.03620337632588018
3488,Rattus rattus,Sarahandrano,3,male,66.5,32386,village,0,12773.999999999998,ASV_52,0.06865508063253485
3833,Rattus rattus,Andatsakala,3,male,26,15776,brushy_regrowth,1.71,9911.999999999998,ASV_52,0.02885391444713478
3920,Rattus rattus,Andatsakala,3,female,62,21429,secondary_forest,2.08,14232.999999999998,ASV_52,0.01573807349118245
3990,Rattus rattus,Andatsakala,3,male,84,21314,flooded_rice,0.39,9634.999999999998,ASV_52,0.03258951738453555
2879,Rattus rattus,Sarahandrano,1,female,122,20924,secondary_forest,2.35,10525.999999999998,ASV_52,0.05728671860155805
3407,Rattus rattus,Sarahandrano,3,female,52,40976,agroforest,2.11,29880,ASV_52,0.01941097724230253
2748,Rattus rattus,Mandena,3,male,71,20379,agroforest,0.45,14408.999999999998,ASV_52,0.02220834200846693
3251,Rattus rattus,Sarahandrano,3,male,102,35474,agriculture,1.1,14832.999999999998,ASV_52,0.02629272567922874
2468,Rattus rattus,Mandena,2,female,57.5,40998,village,0,20654.999999999996,ASV_52,0.05388525780682643
2941,Rattus rattus,Sarahandrano,1,female,126,27533,agroforest,2.11,17200,ASV_52,0.02912790697674418
2935,Rattus rattus,Sarahandrano,1,female,132,30595,agroforest,2.11,14957.999999999998,ASV_52,0.04826848509158978
3903,Rattus rattus,Andatsakala,3,male,76,25351,secondary_forest,2.08,10886.999999999998,ASV_52,0.08386148617617344
2793,Rattus rattus,Sarahandrano,1,male,114,5139,brushy_regrowth,0.72,3848.999999999999,ASV_52,0.05248116393868538
2420,Rattus rattus,Mandena,2,female,122,27716,flooded_rice,1.19,11589.999999999998,ASV_52,0.03028472821397756
2844,Rattus rattus,Sarahandrano,1,male,122,33566,agriculture,1.1,17140,ASV_52,0.06096849474912486
3875,Rattus rattus,Andatsakala,3,male,126,19513,agriculture,1.46,8056.999999999998,ASV_52,0.03909643788010424
3905,Rattus rattus,Andatsakala,3,female,88,25866,secondary_forest,2.08,14097.999999999998,ASV_52,0.01964817704638954
3997,Rattus rattus,Andatsakala,3,male,124,17888,agroforest,1.08,10383.999999999998,ASV_52,0.03139445300462249
2449,Rattus rattus,Mandena,2,female,34.5,24840,village,0,8386.999999999998,ASV_52,0.03016573268153093
3567,Rattus rattus,Andatsakala,1,male,114,33189,secondary_forest,2.08,13760.999999999998,ASV_52,0.05224910980306663
2616,Rattus rattus,Mandena,3,male,132,23468,flooded_rice,1.19,13115.999999999998,ASV_52,0.03850259225373589
3806,Rattus rattus,Andatsakala,2,female,70,15550,flooded_rice,0.39,7169.999999999998,ASV_52,0.02315202231520223
4022,Rattus rattus,Andatsakala,3,female,93,20034,agroforest,1.08,12415.999999999998,ASV_52,0.02110180412371133
3499,Rattus rattus,Andatsakala,1,female,112,34121,brushy_regrowth,1.7,19065.999999999996,ASV_52,0.02402181894471833
2603,Rattus rattus,Mandena,3,male,58,17198,flooded_rice,1.19,8012.999999999998,ASV_52,0.05890428054411582
2527,Rattus rattus,Mandena,3,male,114,15892,brushy_regrowth,2.21,7879.999999999999,ASV_52,0.05520304568527919
